,text,date,category,language,class
254,"good evening, How come I have pending transfers? thanks",8-12-2022,pending_transfer,en,transfer
255,"Hi, Howw do i change my identity? thanks",18-11-2022,verify_my_identity,en,others
256,"Hi, I forgot my PINN and now it is blocked. kind Regards",6-4-2022,pin_blocked,en,security
257,"hi, I want to change my pin number fromm an ATM. Is this possible? Thanks",11-10-2022,change_pin,en,security
258,"good morning, I tried to transfer but it was declined Thanks",27-1-2022,declined_transfer,en,transfer
259,"good afternoon, What should I do if I can't prove my identity. Kind Regards",23-1-2022,unable_to_verify_identity,en,others
260,"hi, I need to change my address thanks",28-4-2022,edit_personal_details,en,security
261,"hi, Is there a specific source that the exchange rate for the transfer I'm planning onn making is pulled from? thanks",8-1-2022,exchange_rate,en,others
262,"hello, where is myy money from this morning best Regards",23-1-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
263,"good morning, My transfer hasn't appeared yet kind Regards",16-6-2022,pending_transfer,en,transfer
264,"good morning, Iss the 1 pound charge going to be reimbursed on my card? Thanks",10-4-2022,extra_charge_on_statement,en,others
265,"hello, For topping-up is there a charge? Kind Regards",21-11-2022,top_up_by_bank_transfer_charge,en,transfer
266,"hi, Do you have charges now when you pay with a card? best Regards",24-3-2022,card_payment_fee_charged,en,card
267,"hello, It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take? thanks",23-4-2022,pending_transfer,en,transfer
268,"good morning, I'm confusedd as to why my transfer is still listed as pending on the website. Thanks",22-4-2022,pending_transfer,en,transfer
269,"Bom dia, Pensei que tinha perdido o meu cartão, por isso cancelei-o, mas recentemente encontrei-o no meu casaco e gostaria de restabelecer o cartão. Cumprimentos",10-10-2022,top_up_failed,pt,others
270,"Hello, Is it possible to hold money in multiple currencies? thanks",16-3-2022,fiat_currency_support,en,others
271,"hi, A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make anotherr transfer to make up for the amount missing. Can you please follow up with what's going  on here? kind Regards",13-3-2022,transfer_fee_charged,en,transfer
272,"good morning, Howw can my friend pay me? Kind Regards",2-9-2022,receiving_money,en,others
273,"Good evening, How much does it cost to top up a US-issued card? best Regards",10-12-2022,top_up_by_card_charge,en,card
274,"Good evening, My card info was stolen, what do I do? Thanks",8-12-2022,compromised_card,en,card
275,"Hello, It looks like my card payment was sent backk. thanks",8-4-2022,reverted_card_payment?,en,card
276,"hi, How much does it cost to make transfers? thanks",23-10-2022,top_up_by_bank_transfer_charge,en,transfer
277,"Good evening, Can I transfer something urgently from China? How long does it take? Kind Regards",13-9-2022,transfer_timing,en,transfer
278,"Good evening, I noticed my exchange rate was incorrect when I got cash. Best Regards",20-6-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
279,"Good evening, Help! I need to transfer something to China. kind Regards",2-8-2022,transfer_timing,en,transfer
280,"Good afternoon, Is there a reason behind why my transfer did not workk? thanks",2-7-2022,failed_transfer,en,transfer
281,"hi, Thee app says I made a cash withdrawal even though I didn't. Best Regards",13-11-2022,cash_withdrawal_not_recognised,en,cash
282,"Olá, Como faço para vincular o meu novo cartão? Obrigada",8-10-2022,disposable_card_limits,pt,card
283,"hi, How do I take a block off myy card? Thanks",3-11-2022,pin_blocked,en,security
284,"hi, There is a payment showing on my app that I didn't doo. Will you please cancel this payment and refund my money ? Kind Regards",5-9-2022,direct_debit_payment_not_recognised,en,others
285,"good morning, The ATM gave me less cashh than requested thanks",29-4-2022,wrong_amount_of_cash_received,en,cash
286,"Hello, I am unsuccessfully trying too make a transfer can you help? Kind Regards",7-11-2022,failed_transfer,en,transfer
287,"good afternoon, It won't let me provee my identity. Best Regards",14-5-2022,unable_to_verify_identity,en,others
288,"good afternoon, Can my PIN changed remotely without visiting a bank? thanks",23-8-2022,change_pin,en,security
289,"good afternoon, The app doesn't think it's me. best Regards",9-4-2022,unable_to_verify_identity,en,others
290,"good morning, I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to sendd additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise? Best Regards",15-11-2022,transfer_fee_charged,en,transfer
291,"Good morning, If I need to transfer something quick from China, how long does that take? thanks",5-8-2022,transfer_timing,en,transfer
292,"Good morning, The exchange rate for my withdrawal was wrong. thanks",3-1-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
293,"hello, How can receive a physical card Thanks",24-7-2022,order_physical_card,en,card
294,"hi, Is my child tooo young to sign up? kind Regards",21-7-2022,age_limit,en,others
295,"Good evening, Will my transfer be done soon? thanks",25-5-2022,pending_transfer,en,transfer
296,"good morning, Why isn't my money from a check deposit showing? kind Regards",29-12-2022,balance_not_updated_after_cheque_or_cash_deposit,en,cash
297,"hi, It's only been a few weekss my my top-up got cancelled thanks",24-5-2022,top_up_reverted,en,others
298,"Hi, Is the exchange rate current? Best Regards",6-12-2022,exchange_rate,en,others
299,"Hello, How do you determine the exchange rate? Thanks",13-3-2022,exchange_rate,en,others
300,"Good afternoon, How do I replace my card? kind Regards",27-11-2022,card_about_to_expire,en,card
301,"good evening, Do you offer a discount for those who perform frequent currency exchanges? Kind Regards",15-10-2022,exchange_charge,en,others
302,"hello, I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it? Best Regards",13-10-2022,exchange_via_app,en,others
303,"good morning, Why was my account assessed a fee for an ATM transaction? best Regards",16-1-2022,cash_withdrawal_charge,en,cash
304,"good morning, There is payment showing that I didn't do. Best Regards",9-6-2022,card_payment_not_recognised,en,card
305,"hi, Can i receive transfers from my employer to this accountt? Kind Regards",13-3-2022,receiving_money,en,others
306,"good evening, Youu accepts my card? Kind Regards",20-12-2022,card_acceptance,en,card
307,"Good evening, Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added? thanks",29-9-2022,card_payment_fee_charged,en,card
308,"good afternoon, What is the source of your exchange ratess? Thanks",21-12-2022,exchange_rate,en,others
309,"hello, Exchange rate for my card paymentt is wrong kind Regards",7-11-2022,card_payment_wrong_exchange_rate,en,card
310,"Good afternoon, I'm not sure why my payment has been declined? Please tell me why, I thought it was alll good. Kind Regards",10-12-2022,declined_card_payment,en,card
311,"hi, I need help- I got mugged yesterday and they took everything so I can't use the app. Kind Regards",22-3-2022,lost_or_stolen_phone,en,security
312,"good morning, II need help fixing my contactless. IIt's not working anywhere II go today. Best Regards",13-10-2022,contactless_not_working,en,others
313,"good afternoon, When will myy transfer arrive from Europe? thanks",26-12-2022,transfer_timing,en,transfer
314,"Hello, Is there a way to make my money usable in another country? thanks",26-5-2022,exchange_via_app,en,others
315,"Good afternoon, Can I order a card please? Best Regards",2-4-2022,order_physical_card,en,card
316,"good evening, Where is a ATMM that accepts Mastercard? kind Regards",2-6-2022,atm_support,en,others
317,"Good morning, Can I auto-top upp?  How do I do it? best Regards",14-8-2022,automatic_top_up,en,others
318,"Good afternoon, Does auto top-up have a limit? Best Regards",6-4-2022,automatic_top_up,en,others
319,"Hi, Can I go ahead and use my account evenn though my identify hasn't been verified yet? kind Regards",27-4-2022,why_verify_identity,en,others
320,"Hello, I got a fee when paying with my card Thanks",9-9-2022,card_payment_fee_charged,en,card
321,"hello, I can't verify my ID. Why? Kind Regards",21-11-2022,unable_to_verify_identity,en,others
322,"Good morning, My card was declined at a restaurant today and I don't know what the problem is. Kind Regards",26-12-2022,card_not_working,en,card
323,"good morning, I donn't know why my credit card was declined while I was trying to top-up. Was it something onn my end or was there something wronng with the top-up functionn? Thanks",12-7-2022,top_up_failed,en,others
324,"Hello, Iss there a limit to the number of disposable cards per day? kind Regards",6-11-2022,disposable_card_limits,en,card
325,"hi, I'm not verifying my identity. best Regards",10-3-2022,why_verify_identity,en,others
326,"Good afternoon, I received thee wrong amount of cash back Best Regards",21-10-2022,wrong_amount_of_cash_received,en,cash
327,"Good afternoon, I want to topp up from my Apple Watch, can I? Thanks",20-10-2022,apple_pay_or_google_pay,en,others
328,"Bom dia, Encomendei o meu cartão, mas ainda não está aqui. Melhores cumprimentos",18-11-2022,transfer_fee_charged,pt,transfer
329,"Good afternoon, Hello, I'm a brannd new customer annd tried topping up for the first time today. It has been pending for half ann hour annd doesn't seem to be working. Please resolve this. Best Regards",18-6-2022,pending_top_up,en,others
330,"hello, am suspicious of my card's security best Regards",2-9-2022,compromised_card,en,card
331,"Good evening, Why is myy transfer pending? kind Regards",16-9-2022,pending_transfer,en,transfer
332,"Good morning, Help! I think someone has a copy of myy card - I still have myy card, but a five hundred pound cash withdrawal that I didn't authorize is shown on myy account. Kind Regards",20-3-2022,cash_withdrawal_not_recognised,en,cash
333,"good afternoon, How do I know what the exchange rate will be when I make an exchange. Kind Regards",9-3-2022,exchange_rate,en,others
334,"hi, I thought I was going to receivee more currency? best Regards",9-6-2022,wrong_exchange_rate_for_cash_withdrawal,en,cash
335,"Olá, Recebi o meu cartão como faço para o fazer aparecer na aplicação? Obrigada",20-3-2022,reverted_card_payment?,pt,card
336,"hello, How long will a transfer from the US take? Kind Regards",26-4-2022,transfer_timing,en,transfer
337,"hi, Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declinedd? Thanks",12-10-2022,transaction_charged_twice,en,others
